"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"KURA","Kura Oncology, Inc.","17.45","582023967.05","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/kura",
"KVHI","KVH Industries, Inc.","10.8","189274255.2","n/a","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/kvhi",
"FSTR","L.B. Foster Company","25.7","271497627","n/a","n/a","Basic Industries","Metal Fabrications","https://www.nasdaq.com/symbol/fstr",
"LJPC","La Jolla Pharmaceutical Company","31.04","688102231.68","n/a","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/ljpc",
"LSBK","Lake Shore Bancorp, Inc.","16.95","102953791.5","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/lsbk",
"LBAI","Lakeland Bancorp, Inc.","19.7","934880540.5","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/lbai",
"LKFN","Lakeland Financial Corporation","47.29","1195777966.56","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/lkfn",
"LAKE","Lakeland Industries, Inc.","13.85","112409356.15","n/a","1986","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/lake",
"LRCX","Lam Research Corporation","203.77","33204827664.68","n/a","1984","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/lrcx",
"LAMR","Lamar Advertising Company","63.61","6259096970.83","n/a","1996","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/lamr",
"LANC","Lancaster Colony Corporation","125.58","3447420778.62","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/lanc",
"LCA","Landcadia Holdings, Inc.","10.05","314062500","n/a","2016","Finance","Business Services","https://www.nasdaq.com/symbol/lca",
"LCAHU","Landcadia Holdings, Inc.","10.71","0","n/a","2016","Finance","Business Services","https://www.nasdaq.com/symbol/lcahu",
"LCAHW","Landcadia Holdings, Inc.","0.64","0","n/a","2016","Finance","Business Services","https://www.nasdaq.com/symbol/lcahw",
"LNDC","Landec Corporation","13.85","381767327.8","n/a","1996","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/lndc",
"LARK","Landmark Bancorp Inc.","28.71","117834108.48","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/lark",
"LMRK","Landmark Infrastructure Partners LP","17.1","423940019.4","n/a","2014","Consumer Services","Real Estate","https://www.nasdaq.com/symbol/lmrk",
"LMRKO","Landmark Infrastructure Partners LP","24.385","0","n/a","n/a","Consumer Services","Real Estate","https://www.nasdaq.com/symbol/lmrko",
"LMRKP","Landmark Infrastructure Partners LP","24.7861","0","n/a","n/a","Consumer Services","Real Estate","https://www.nasdaq.com/symbol/lmrkp",
"LE","Lands&#39; End, Inc.","20.5","658705385","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/le",
"LSTR","Landstar System, Inc.","111.5","4690525692.5","n/a","1993","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/lstr",
"LNTH","Lantheus Holdings, Inc.","17.15","650470893.8","n/a","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/lnth",
"LTRX","Lantronix, Inc.","2.18","39625703.04","n/a","2000","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/ltrx",
"LSCC","Lattice Semiconductor Corporation","5.56","690617107.6","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/lscc",
"LAUR","Laureate Education, Inc.","14.3","2681186965.6","n/a","2017","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/laur",
"LAWS","Lawson Products, Inc.","25.15","223541625.25","n/a","n/a","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/laws",
"LAYN","Layne Christensen Company","15.05","299751497.15","n/a","1992","Basic Industries","Engineering & Construction","https://www.nasdaq.com/symbol/layn",
"LAZY","Lazydays Holdings, Inc.","10.0192","0","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/lazy",
"LCNB","LCNB Corporation","18.75","187991306.25","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/lcnb",
"LBIX","Leading Brands Inc","1.14","3194749.68","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/lbix",
"LPTX","LEAP THERAPEUTICS, INC.","7.66","111075216.46","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/lptx",
"LGCY","Legacy Reserves LP","5.96","458288532.04","n/a","2007","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/lgcy",
"LGCYO","Legacy Reserves LP","10","70000000","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/lgcyo",
"LGCYP","Legacy Reserves LP","11.1","22200000","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/lgcyp",
"LTXB","LegacyTexas Financial Group, Inc.","40.445","1952076549.87","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/ltxb",
"DDBI","Legg Mason Developed EX-US Diversified Core ETF","29.87","5974000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ddbi",
"EDBI","Legg Mason Emerging Markets Diversified Core ETF","32.8492","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/edbi",
"INFR","Legg Mason Global Infrastructure ETF","28.12","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/infr",
"LVHD","Legg Mason Low Volatility High Dividend ETF","29.7998","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/lvhd",
"SQLV","Legg Mason Small-Cap Quality Value ETF","28.32","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sqlv",
"UDBI","Legg Mason US Diversified Core ETF","30.86","3209440","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/udbi",
"LACQ","Leisure Acquisition Corp.","9.65","241250000","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/lacq",
"LACQU","Leisure Acquisition Corp.","9.91","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/lacqu",
"LACQW","Leisure Acquisition Corp.","0.75","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/lacqw",
"LMAT","LeMaitre Vascular, Inc.","40.72","785133232.96","n/a","2006","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/lmat",
"TREE","LendingTree, Inc.","315.45","3862291568.4","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/tree",
"LXRX","Lexicon Pharmaceuticals, Inc.","8.27","873244417.56","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/lxrx",
"LX","LexinFintech Holdings Ltd.","16.08","192960000","12000000","2017","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/lx",
"LGIH","LGI Homes, Inc.","73.96","1651693875.64","n/a","2013","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/lgih",
"LHCG","LHC Group","73.4","2290080000","n/a","2005","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/lhcg",
"LLIT","Lianluo Smart Limited","2.6","45012723.6","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/llit",
"LBRDA","Liberty Broadband Corporation","83.84","15203239080.96","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/lbrda",
"LBRDK","Liberty Broadband Corporation","84.47","15317480977.68","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/lbrdk",
"LEXEA","Liberty Expedia Holdings, Inc.","40.09","2296120954.13","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/lexea",
"LEXEB","Liberty Expedia Holdings, Inc.","49.4408","2831680141.4056","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/lexeb",
"LBTYA","Liberty Global plc","32.08","25960757323.2","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/lbtya",
"LBTYB","Liberty Global plc","31.65","25612779591","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/lbtyb",
"LBTYK","Liberty Global plc","30.85","24965379159","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/lbtyk",
"LILA","Liberty Latin America Ltd.","20.19","3457271718.84","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/lila",
"LILAK","Liberty Latin America Ltd.","19.91","3409325404.76","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/lilak",
"BATRA","Liberty Media Corporation","22.85","0","n/a","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/batra",
"BATRK","Liberty Media Corporation","22.87","1165192652.4","n/a","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/batrk",
"FWONA","Liberty Media Corporation","29.01","0","n/a","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/fwona",
"FWONK","Liberty Media Corporation","30.41","7019505875.88","n/a","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/fwonk",
"LSXMA","Liberty Media Corporation","41.09","0","n/a","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/lsxma",
"LSXMB","Liberty Media Corporation","43.58","0","n/a","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/lsxmb",
"LSXMK","Liberty Media Corporation","40.95","13765384760.4","n/a","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/lsxmk",
"TAX","Liberty Tax, Inc.","10.2","129371383.8","n/a","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/tax",
"LTRPA","Liberty TripAdvisor Holdings, Inc.","10.95","821874828.9","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/ltrpa",
"LTRPB","Liberty TripAdvisor Holdings, Inc.","10.95","821874828.9","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/ltrpb",
"LPNT","LifePoint Health, Inc.","49.5","1929396595.5","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/lpnt",
"LCUT","Lifetime Brands, Inc.","11.975","245969709.3","n/a","1991","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/lcut",
"LFVN","Lifevantage Corporation","3.88","55133356.64","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/lfvn",
"LWAY","Lifeway Foods, Inc.","6.01","95421503.22","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/lway",
"LGND","Ligand Pharmaceuticals Incorporated","170.28","3610662073.92","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/lgnd",
"LTBR","Lightbridge Corporation","1.17","27995621.94","n/a","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/ltbr",
"LPTH","LightPath Technologies, Inc.","2.16","55572438.96","n/a","1996","Technology","Semiconductors","https://www.nasdaq.com/symbol/lpth",
"LLEX","Lilis Energy, Inc.","4.15","250813247.05","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/llex",
"LMB","Limbach Holdings, Inc.","12.54","94579802.46","n/a","n/a","Basic Industries","Engineering & Construction","https://www.nasdaq.com/symbol/lmb",
"LLNW","Limelight Networks, Inc.","4.24","469904555.04","n/a","2007","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/llnw",
"LMNR","Limoneira Co","24.19","351552108.88","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/lmnr",
"LINC","Lincoln Educational Services Corporation","1.84","45455319.52","n/a","2005","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/linc",
"LECO","Lincoln Electric Holdings, Inc.","92.99","6101900023.16","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/leco",
"LIND","Lindblad Expeditions Holdings Inc. ","11.22","513571320.9","n/a","2013","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/lind",
"LINDW","Lindblad Expeditions Holdings Inc. ","1.5","0","n/a","2013","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/lindw",
"LINU","LiNiu Technology Group","1.49","3101591.45","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/linu",
"LPCN","Lipocine Inc.","1.69","35937070.91","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/lpcn",
"LQDT","Liquidity Services, Inc.","6.25","199595393.75","n/a","2006","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/lqdt",
"LFUS","Littelfuse, Inc.","211.22","5258310916.56","n/a","n/a","Consumer Durables","Electrical Products","https://www.nasdaq.com/symbol/lfus",
"LIVN","LivaNova PLC","89.01","4298844940.02","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/livn",
"LOB","Live Oak Bancshares, Inc.","28.4","1135064873.2","n/a","2015","Finance","Major Banks","https://www.nasdaq.com/symbol/lob",
"LIVE","Live Ventures Incorporated","12.67","24986963.12","n/a","n/a","Finance","Finance/Investors Services","https://www.nasdaq.com/symbol/live",
"LPSN","LivePerson, Inc.","16.45","989147119.8","n/a","2000","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/lpsn",
"LIVX","LiveXLive Media, Inc.","3.83","196267564.85","n/a","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/livx",
"LKQ","LKQ Corporation","39.23","12146414176.5","n/a","n/a","Consumer Services","Motor Vehicles","https://www.nasdaq.com/symbol/lkq",
"LMFA","LM Funding America, Inc.","0.7091","4434136.3199","n/a","2015","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/lmfa",
"LMFAW","LM Funding America, Inc.","0.1488","0","n/a","2015","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/lmfaw",
"LOGI","Logitech International S.A.","37.75","6195186097.5","n/a","1997","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/logi",
"LOGM","LogMein, Inc.","122.45","6408815283.9","n/a","2009","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/logm",
"CNCR","Loncar Cancer Immunotherapy ETF","27.24","59928000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cncr",
"LONE","Lonestar Resources US Inc.","4.89","120474015.57","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/lone",
"LFIN","LongFin Corp","28.189","2101235938.921","n/a","2017","Technology","EDP Services","https://www.nasdaq.com/symbol/lfin",
"LOOP","Loop Industries, Inc.","14.02","459956060.74","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/loop",
"LORL","Loral Space and Communications, Inc.","39.75","1229576852.25","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/lorl",
"LOXO","Loxo Oncology, Inc.","134.07","4026681574.11","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/loxo",
"LPLA","LPL Financial Holdings Inc.","59.96","5409480513.84","n/a","2010","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/lpla",
"LRAD","LRAD Corporation","2.42","78043276.96","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/lrad",
"LYTS","LSI Industries Inc.","7.81","199736509.17","n/a","1985","Consumer Durables","Building Products","https://www.nasdaq.com/symbol/lyts",
"LULU","lululemon athletica inc.","95","12868320855","n/a","2007","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/lulu",
"LITE","Lumentum Holdings Inc.","63.05","3946095407.15","n/a","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/lite",
"LMNX","Luminex Corporation","22.42","996139096.5","n/a","2000","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/lmnx",
"LUNA","Luna Innovations Incorporated","3.36","93855951.84","n/a","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/luna",
"LBC","Luther Burbank Corporation","11.63","657808326.05","n/a","2003","Finance","Major Banks","https://www.nasdaq.com/symbol/lbc",
"MBTF","M B T Financial Corp","10.75","246914825.75","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mbtf",
"MACQ","M I Acquisitions, Inc.","10.37","24399801.14","n/a","2016","Finance","Business Services","https://www.nasdaq.com/symbol/macq",
"MACQU","M I Acquisitions, Inc.","11","0","n/a","2016","n/a","n/a","https://www.nasdaq.com/symbol/macqu",
"MACQW","M I Acquisitions, Inc.","0.72","0","n/a","2016","Finance","Business Services","https://www.nasdaq.com/symbol/macqw",
"MBVX","MabVax Therapeutics Holdings, Inc.","1.5","13442760","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mbvx",
"MCBC","Macatawa Bank Corporation","10.53","358209297.81","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mcbc",
"MFNC","Mackinac Financial Corporation","15.85","103229623.5","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mfnc",
"MTSI","MACOM Technology Solutions Holdings, Inc.","17.89","1152217489.97","n/a","2012","Technology","Semiconductors","https://www.nasdaq.com/symbol/mtsi",
"MGNX","MacroGenics, Inc.","24.06","1012778079.12","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mgnx",
"MDGL","Madrigal Pharmaceuticals, Inc.","120.34","1712153475.56","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mdgl",
"MAGS","Magal Security Systems Ltd.","5.71","131515278.08","n/a","1993","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/mags",
"MGLN","Magellan Health, Inc.","111","2699979540","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/mgln",
"MGIC","Magic Software Enterprises Ltd.","8.2","364806339.6","n/a","1991","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mgic",
"CALL","magicJack VocalTec Ltd","8.4","135994269.6","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/call",
"MNGA","MagneGas Corporation","0.8","9088122.4","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mnga",
"MGYR","Magyar Bancorp, Inc.","12.26","71362345.96","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/mgyr",
"MHLD","Maiden Holdings, Ltd.","7.35","611137704.45","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/mhld",
"MMYT","MakeMyTrip Limited","36.45","3341653367.85","n/a","2010","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/mmyt",
"MBUU","Malibu Boats, Inc.","34.34","704302102.14","n/a","2014","Capital Goods","Marine Transportation","https://www.nasdaq.com/symbol/mbuu",
"MLVF","Malvern Bancorp, Inc.","24.55","161359392.2","n/a","n/a","Finance","Banks","https://www.nasdaq.com/symbol/mlvf",
"MAMS","MAM Software Group, Inc.","8.23","103513911.36","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mams",
"TUSK","Mammoth Energy Services, Inc.","34.76","1549924276.56","n/a","2016","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/tusk",
"RPIBC","Managed Portfolio Series","99.99","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rpibc",
"MANH","Manhattan Associates, Inc.","43.2","2886599419.2","n/a","1998","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/manh",
"LOAN","Manhattan Bridge Capital, Inc","7.3","59195218.2","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/loan",
"MNTX","Manitex International, Inc.","11.86","197615897.96","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mntx",
"MTEX","Mannatech, Incorporated","20.85","56696800.35","n/a","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/mtex",
"MNKD","MannKind Corporation","1.67","228808959.51","n/a","2004","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mnkd",
"MANT","ManTech International Corporation","61.4","2425339296","n/a","2002","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/mant",
"MARA","Marathon Patent Group, Inc.","1.43","27638954.2","n/a","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/mara",
"MCHX","Marchex, Inc.","2.92","127960730.56","n/a","2004","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/mchx",
"MARPS","Marine Petroleum Trust","3.745","7490000","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/marps",
"MRNS","Marinus Pharmaceuticals, Inc.","5","202603525","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mrns",
"MKTX","MarketAxess Holdings, Inc.","203.09","7642123570.14","n/a","2004","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/mktx",
"MRLN","Marlin Business Services Corp.","28.85","358707253.95","n/a","2003","Finance","Major Banks","https://www.nasdaq.com/symbol/mrln",
"MAR","Marriott International","138.31","49362802901.09","n/a","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/mar",
"MBII","Marrone Bio Innovations, Inc.","1.85","188871334.05","n/a","2013","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/mbii",
"MRTN","Marten Transport, Ltd.","23.85","1301433539.4","n/a","1986","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/mrtn",
"MMLP","Martin Midstream Partners L.P.","15.3","589050000","n/a","2002","Energy","Oil Refining/Marketing","https://www.nasdaq.com/symbol/mmlp",
"MRVL","Marvell Technology Group Ltd.","22.02","10932930000","n/a","2000","Technology","Semiconductors","https://www.nasdaq.com/symbol/mrvl",
"MASI","Masimo Corporation","88.73","4581693512.96","n/a","2007","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/masi",
"MTCH","Match Group, Inc.","47.14","12965981166.76","n/a","2015","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/mtch",
"MTLS","Materialise NV","12.47","167726113.9","13450370","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mtls",
"MPAC","Matlin & Partners Acquisition Corporation","9.78","397312500","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/mpac",
"MPACU","Matlin & Partners Acquisition Corporation","10.2492","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/mpacu",
"MPACW","Matlin & Partners Acquisition Corporation","0.48","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/mpacw",
"MTRX","Matrix Service Company","16.2","434436436.8","n/a","1990","Basic Industries","Engineering & Construction","https://www.nasdaq.com/symbol/mtrx",
"MAT","Mattel, Inc.","13.89","4777852558.74","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/mat",
"MATR","Mattersight Corporation","2.2","73023332.8","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/matr",
"MATW","Matthews International Corporation","51.6","1666245063.6","n/a","1994","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/matw",
"MXIM","Maxim Integrated Products, Inc.","58.57","16470705034.26","n/a","1988","Technology","Semiconductors","https://www.nasdaq.com/symbol/mxim",
"MXWL","Maxwell Technologies, Inc.","5.62","213516349.46","n/a","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mxwl",
"MZOR","Mazor Robotics Ltd.","60.32","1018292984.8","16881515","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/mzor",
"MBFI","MB Financial Inc.","41.85","3526374367.35","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mbfi",
"MBFIO","MB Financial Inc.","24.89","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mbfio",
"MCFT","MCBC Holdings, Inc.","25.38","474076344.78","n/a","2015","Capital Goods","Marine Transportation","https://www.nasdaq.com/symbol/mcft",
"MGRC","McGrath RentCorp","59.65","1434698161.35","n/a","1984","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/mgrc",
"MDCA","MDC Partners Inc.","8.2","409467779","n/a","n/a","Technology","Advertising","https://www.nasdaq.com/symbol/mdca",
"MFIN","Medallion Financial Corp.","4.4","107535810.8","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/mfin",
"MFINL","Medallion Financial Corp.","25.05","0","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/mfinl",
"MTBC","Medical Transcription Billing, Corp.","3.48","40594805.52","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mtbc",
"MTBCP","Medical Transcription Billing, Corp.","25.0133","23244834.6767","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mtbcp",
"MNOV","MediciNova, Inc.","11.89","488139003.76","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mnov",
"MDSO","Medidata Solutions, Inc.","69.75","4131519954.75","n/a","2009","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mdso",
"MDGS","Medigus Ltd.","1.2994","1956257.0952","1505508","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/mdgs",
"MDWD","MediWound Ltd.","5.4","146057779.8","n/a","2014","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/mdwd",
"MEDP","Medpace Holdings, Inc.","37.7","1343903775.5","n/a","2016","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/medp",
"MEIP","MEI Pharma, Inc.","2.13","78921528.93","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/meip",
"MLCO","Melco Resorts & Entertainment Limited","31.71","5406152917.2","170487320","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/mlco",
"MLNT","Melinta Therapeutics, Inc.","7.1","222554143.4","n/a","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mlnt",
"MLNX","Mellanox Technologies, Ltd.","77.95","4036355453","n/a","2007","Technology","Semiconductors","https://www.nasdaq.com/symbol/mlnx",
"MELR","Melrose Bancorp, Inc.","19.3","50194339.9","n/a","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/melr",
"MNLO","Menlo Therapeutics Inc.","9.34","214614501.32","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mnlo",
"MTSL","MER Telemanagement Solutions Ltd.","1.77","5164952.04","n/a","1997","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/mtsl",
"MELI","MercadoLibre, Inc.","345.1","15238706316.4","n/a","2007","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/meli",
"MBWM","Mercantile Bank Corporation","35.31","586076792.4","n/a","1998","Finance","Major Banks","https://www.nasdaq.com/symbol/mbwm",
"MERC","Mercer International Inc.","13.85","902611854.35","n/a","n/a","Basic Industries","Paper","https://www.nasdaq.com/symbol/merc",
"MBIN","Merchants Bancorp","21.4","614013208.4","n/a","2017","Finance","Major Banks","https://www.nasdaq.com/symbol/mbin",
